question,answer,class_1,class_2,vector_database_result,reranker_result
"Какую музыку можно использовать в видео, чтобы получать доход от просмотров?",Я не знаю.,МОНЕТИЗАЦИЯ,Отключение/подключение монетизации,"['Какой контент можно использовать для монетизации, то есть в коммерческих целях?', 'Можно ли на RUTUBE стримить музыку?', 'Что такое Монетизация на RUTUBE?']","[['Какой контент можно использовать для монетизации, то есть в коммерческих целях?', 0.002395695773884654], ['Можно ли на RUTUBE стримить музыку?', 0.0018914821557700634], ['Что такое Монетизация на RUTUBE?', 0.0010929181007668376]]"
Я заю что музыку нельзя размещать!  А если сам ее написал или с сайта то как,Я не знаю.,МОДЕРАЦИЯ,Отклонение/блокировка видео,"['Можно ли на RUTUBE стримить музыку?', 'Почему могут отключить монетизацию из-за авторского права на видео и как этого избежать?', 'Могу ли я скачать копию моей трансляции?']","[['Можно ли на RUTUBE стримить музыку?', 0.021644949913024902], ['Могу ли я скачать копию моей трансляции?', 0.007204032503068447], ['Почему могут отключить монетизацию из-за авторского права на видео и как этого избежать?', 0.0011929417960345745]]"
У контента из интернета есть авторские права?,Я не знаю.,МОДЕРАЦИЯ,Отклонение/блокировка видео,"['Можно ли свободно использовать материалы из интернета или из общего доступа?', 'Кому принадлежат авторские права на контент, который я размещаю на платформе?', 'Могу ли я монетизировать видеоролики, в которых есть реакции на фильмы, блоги или клипы?']","[['Кому принадлежат авторские права на контент, который я размещаю на платформе?', 0.11958952248096466], ['Можно ли свободно использовать материалы из интернета или из общего доступа?', 0.0320395901799202], ['Могу ли я монетизировать видеоролики, в которых есть реакции на фильмы, блоги или клипы?', 0.0011091638589277864]]"
Что защищено авторским правом? Какие материалы,"Авторским правом защищены различные материалы, включая литературные произведения, музыку, фильмы, фотографии, программное обеспечение и другие творческие работы. Защита распространяется на оригинальные выражения идей, которые фиксируются в какой-либо форме.",МОДЕРАЦИЯ,Отклонение/блокировка видео,"['Какие материалы защищены авторским правом?', 'Можно ли свободно использовать материалы из интернета или из общего доступа?', 'Можно ли использовать в видео материалы, которые распространяются по свободной лицензии?']","[['Какие материалы защищены авторским правом?', 0.833203911781311], ['Можно ли использовать в видео материалы, которые распространяются по свободной лицензии?', 0.019046252593398094], ['Можно ли свободно использовать материалы из интернета или из общего доступа?', 0.0016582862008363008]]"
"Какие документы нужны для восстановления монетизации, ели это чужие видео?",Я не знаю.,МОНЕТИЗАЦИЯ,Отключение/подключение монетизации,"['Какие документы нужны для заявки на монетизацию?', 'Какие документы нужны для заявки на монетизацию?', 'Как подтвердить права на использование контента для монетизации?']","[['Какие документы нужны для заявки на монетизацию?', 0.5641168355941772], ['Какие документы нужны для заявки на монетизацию?', 0.564116358757019], ['Как подтвердить права на использование контента для монетизации?', 0.001145572867244482]]"
"Добрый день, я бы хотел узнать какие документы я должен предоставить чтобы мог загружать определенные фильмы и мультфильмы? у меня есть разрешения на некоторые фильмы и мультфильмы просто, надо включить монетизацию","Для того чтобы загружать определенные фильмы и мультфильмы и включить монетизацию, вам необходимо предоставить документы, подтверждающие ваши права на использование этого контента. В частности, вам нужно будет подтвердить наличие разрешений на использование фильмов и мультфильмов. 

Если у вас уже есть разрешения, убедитесь, что вы правильно оформите заявку на монетизацию, следуя инструкциям в документации.",МОНЕТИЗАЦИЯ,Отключение/подключение монетизации,"['Как подтвердить права на использование контента для монетизации?', 'Отправил заявку на монетизацию, но в личном кабинете висит надпись: «Требуется дополнительная информация». Что делать?', 'Какие документы нужны для заявки на монетизацию?']","[['Какие документы нужны для заявки на монетизацию?', 0.35372820496559143], ['Отправил заявку на монетизацию, но в личном кабинете висит надпись: «Требуется дополнительная информация». Что делать?', 0.10155004262924194], ['Как подтвердить права на использование контента для монетизации?', 0.07143175601959229]]"
"Если я видео размещаю, авторские права у вас будут?",Я не знаю.,МОДЕРАЦИЯ,Отклонение/блокировка видео,"['Могу ли я монетизировать видеоролики, в которых есть реакции на фильмы, блоги или клипы?', 'Можно ли загружать видео на RUTUBE с YouTube?', 'Можно ли публиковать видео с чтением чужих книг и их переводов?']","[['Можно ли публиковать видео с чтением чужих книг и их переводов?', 0.07764512300491333], ['Можно ли загружать видео на RUTUBE с YouTube?', 0.0028811166994273663], ['Могу ли я монетизировать видеоролики, в которых есть реакции на фильмы, блоги или клипы?', 0.0011658575385808945]]"
кто правообладатель аорских прав на размещенный ролик на канале?,Я не знаю.,МОДЕРАЦИЯ,Отклонение/блокировка видео,"['Кто такой правообладатель и как им стать?', 'Кто может получить верификацию?', 'Кому принадлежат авторские права на контент, который я размещаю на платформе?']","[['Кому принадлежат авторские права на контент, который я размещаю на платформе?', 0.007965920493006706], ['Кто такой правообладатель и как им стать?', 0.0013598081422969699], ['Кто может получить верификацию?', 0.0010587156284600496]]"
Кому принадлежат авторские права на данный контент?,Я не знаю.,МОДЕРАЦИЯ,Отклонение/блокировка видео,"['Кому принадлежат авторские права на контент, который я размещаю на платформе?', 'Кто может получить верификацию?', 'Кто такой правообладатель и как им стать?']","[['Кому принадлежат авторские права на контент, который я размещаю на платформе?', 0.7636368274688721], ['Кто такой правообладатель и как им стать?', 0.0013979085488244891], ['Кто может получить верификацию?', 0.0010865289950743318]]"
"пройдет видео модерация, если цитировать чужие материалы?",Я не знаю.,МОДЕРАЦИЯ,Отклонение/блокировка видео,"['Можно ли цитировать чужие произведения?', 'Можно ли использовать в видео материалы, которые распространяются по свободной лицензии?', 'Могу ли я использовать небольшие фрагменты фильмов для создания своих видео?']","[['Можно ли использовать в видео материалы, которые распространяются по свободной лицензии?', 0.0019428891828283668], ['Можно ли цитировать чужие произведения?', 0.0013894452713429928], ['Могу ли я использовать небольшие фрагменты фильмов для создания своих видео?', 0.001141601474955678]]"
Могу я в видео процитировать произведение известного нейрохирурга?,Я не знаю.,МОДЕРАЦИЯ,Отклонение/блокировка видео,"['Можно ли цитировать чужие произведения?', 'Можно ли запускать приватные трансляции на RUTUBE?', 'Можно ли публиковать видео с чтением чужих книг и их переводов?']","[['Можно ли цитировать чужие произведения?', 0.006484892684966326], ['Можно ли публиковать видео с чтением чужих книг и их переводов?', 0.006264521274715662], ['Можно ли запускать приватные трансляции на RUTUBE?', 0.005289875436574221]]"
Не запрещено цитировать произведения?,"Цитирование чужих произведений возможно, однако необходимо учитывать определенные условия и ограничения, которые могут варьироваться в зависимости от законодательства. Важно также помнить о правилах использования материалов, защищенных авторским правом.",МОДЕРАЦИЯ,Отклонение/блокировка видео,"['Можно ли цитировать чужие произведения?', 'Можно ли использовать в видео материалы, которые распространяются по свободной лицензии?', 'Можно ли публиковать видео с чтением чужих книг и их переводов?']","[['Можно ли цитировать чужие произведения?', 0.035232726484537125], ['Можно ли публиковать видео с чтением чужих книг и их переводов?', 0.0013261075364425778], ['Можно ли использовать в видео материалы, которые распространяются по свободной лицензии?', 0.0012756105279549956]]"
"Пытался загрузить фильм и получаю:""Видео удалено за нарушение пользовательского соглашения""почему так?",Я не знаю.,ВИДЕО,Загрузка видео,"['При загрузке ролика возникает ошибка', 'Не получается загрузить видеоролик — появляется окно с просьбой подтвердить e-mail, но я его уже подтвердил.', 'Это мой ролик, я не давал разрешение на его публикацию.']","[['При загрузке ролика возникает ошибка', 0.7458465695381165], ['Это мой ролик, я не давал разрешение на его публикацию.', 0.11645941436290741], ['Не получается загрузить видеоролик — появляется окно с просьбой подтвердить e-mail, но я его уже подтвердил.', 0.0825861468911171]]"
"можно ли делать вставки из чужие роликов мини фильмов, будет опубликовано?",Я не знаю.,МОДЕРАЦИЯ,Отклонение/блокировка видео,"['Могу ли я использовать небольшие фрагменты фильмов для создания своих видео?', 'Можно ли в приложении Студия RUTUBE создавать и загружать видео?', 'Можно ли загружать видео или Shorts в приложении Студия RUTUBE?']","[['Могу ли я использовать небольшие фрагменты фильмов для создания своих видео?', 0.04516378417611122], ['Можно ли загружать видео или Shorts в приложении Студия RUTUBE?', 0.012539133429527283], ['Можно ли в приложении Студия RUTUBE создавать и загружать видео?', 0.001407601754181087]]"
"Если беру материалы для публикации интернета, надо вам что-то предоставлять?",Я не знаю.,МОДЕРАЦИЯ,Отклонение/блокировка видео,"['Можно ли свободно использовать материалы из интернета или из общего доступа?', 'Можно ли использовать в видео материалы, которые распространяются по свободной лицензии?', 'Как мне получать донаты за публикации?']","[['Можно ли свободно использовать материалы из интернета или из общего доступа?', 0.6331773996353149], ['Как мне получать донаты за публикации?', 0.03479195386171341], ['Можно ли использовать в видео материалы, которые распространяются по свободной лицензии?', 0.01689932309091091]]"
ролики из инета защищены авторским правом?,Я не знаю.,МОДЕРАЦИЯ,Отклонение/блокировка видео,"['Нарушает ли авторские права использование образа персонажа игры/фильма/сериала?', 'Можно ли свободно использовать материалы из интернета или из общего доступа?', 'Могу ли я монетизировать видеоролики, в которых есть реакции на фильмы, блоги или клипы?']","[['Нарушает ли авторские права использование образа персонажа игры/фильма/сериала?', 0.007575914263725281], ['Можно ли свободно использовать материалы из интернета или из общего доступа?', 0.004033002536743879], ['Могу ли я монетизировать видеоролики, в которых есть реакции на фильмы, блоги или клипы?', 0.0036319587379693985]]"
"Что сделать, чтобы использовать в видео материалы, которые распространяются по свободной лицензии?","Чтобы использовать в видео материалы, которые распространяются по свободной лицензии, необходимо убедиться, что условия лицензии позволяют их использование в вашем контенте. Важно внимательно ознакомиться с условиями конкретной лицензии, чтобы понимать, какие права и ограничения она налагает.",МОДЕРАЦИЯ,Отклонение/блокировка видео,"['Можно ли использовать в видео материалы, которые распространяются по свободной лицензии?', 'Какой контент можно использовать для монетизации, то есть в коммерческих целях?', 'Можно ли свободно использовать материалы из интернета или из общего доступа?']","[['Можно ли использовать в видео материалы, которые распространяются по свободной лицензии?', 0.9411702156066895], ['Можно ли свободно использовать материалы из интернета или из общего доступа?', 0.033736832439899445], ['Какой контент можно использовать для монетизации, то есть в коммерческих целях?', 0.03085603006184101]]"
"Могу я использовать музыку, которая распространяется по свободной лицензии?","Да, вы можете использовать музыку, которая распространяется по свободной лицензии, в своих видео на RUTUBE.",МОДЕРАЦИЯ,Отклонение/блокировка видео,"['Можно ли использовать в видео материалы, которые распространяются по свободной лицензии?', 'Можно ли на RUTUBE стримить музыку?', 'Какой контент можно использовать для монетизации, то есть в коммерческих целях?']","[['Можно ли использовать в видео материалы, которые распространяются по свободной лицензии?', 0.6595057249069214], ['Какой контент можно использовать для монетизации, то есть в коммерческих целях?', 0.011764208786189556], ['Можно ли на RUTUBE стримить музыку?', 0.008988380432128906]]"
Какие видео  с чтением чужих книг можно публиковать?,"На RUTUBE нельзя публиковать видео с чтением чужих книг и их переводов, так как это нарушает авторские права.",МОДЕРАЦИЯ,Отклонение/блокировка видео,"['Можно ли публиковать видео с чтением чужих книг и их переводов?', 'Можно ли цитировать чужие произведения?', 'Могу ли я монетизировать видеоролики, в которых есть реакции на фильмы, блоги или клипы?']","[['Можно ли публиковать видео с чтением чужих книг и их переводов?', 0.9344000220298767], ['Можно ли цитировать чужие произведения?', 0.08877800405025482], ['Могу ли я монетизировать видеоролики, в которых есть реакции на фильмы, блоги или клипы?', 0.0033763942774385214]]"
"ВОПРОС ОБ ОТКАЗЕ ОТ ПУБЛИКОВАНИЯ ПРОИЗВЕДЕНИЯ ОБЩЕСТВЕННОГО ДОСТОЯНИЯ, БУДЕТ ТАКОЕ?",Я не знаю.,УПРАВЛЕНИЕ АККАУНТОМ,Верификация,"['Можно ли публиковать видео с чтением чужих книг и их переводов?', 'Почему заявка может быть отклонена?', 'Кто может получить верификацию?']","[['Кто может получить верификацию?', 0.06748561561107635], ['Можно ли публиковать видео с чтением чужих книг и их переводов?', 0.044782157987356186], ['Почему заявка может быть отклонена?', 0.025132354348897934]]"
Что за переход в общественное достояние?,Я не знаю.,ТРАНСЛЯЦИЯ,Управление трансляцией,"['Можно ли публиковать видео с чтением чужих книг и их переводов?', 'Что такое приватная трансляция на RUTUBE?', 'Можно ли подключить монетизацию нескольких каналов на одного человека или организацию?']","[['Что такое приватная трансляция на RUTUBE?', 0.040038127452135086], ['Можно ли подключить монетизацию нескольких каналов на одного человека или организацию?', 0.001082902541384101], ['Можно ли публиковать видео с чтением чужих книг и их переводов?', 0.0010466125095263124]]"
через сколько лет переход общественное достояние?,Я не знаю.,МОНЕТИЗАЦИЯ,Отключение/подключение монетизации,"['С какого возраста доступна монетизация?', 'С какого возраста доступна монетизация?', 'С какой кадровой частотой могут идти трансляции на RUTUBE?']","[['С какого возраста доступна монетизация?', 0.0027124378830194473], ['С какого возраста доступна монетизация?', 0.002712432760745287], ['С какой кадровой частотой могут идти трансляции на RUTUBE?', 0.0010476530296728015]]"
произведние в общественном достоянии? О чем это?,Я не знаю.,МОДЕРАЦИЯ,Отклонение/блокировка видео,"['Можно ли публиковать видео с чтением чужих книг и их переводов?', 'Какие материалы защищены авторским правом?', 'Можно ли свободно использовать материалы из интернета или из общего доступа?']","[['Можно ли свободно использовать материалы из интернета или из общего доступа?', 0.0025758103001862764], ['Можно ли публиковать видео с чтением чужих книг и их переводов?', 0.001558962045237422], ['Какие материалы защищены авторским правом?', 0.001333309686742723]]"
"Почему не скажете, кому пренадлежат эти права?",Я не знаю.,МОДЕРАЦИЯ,Отклонение/блокировка видео,"['Почему вы не разглашаете, чьи авторские права я нарушаю?', 'Кто такой правообладатель и как им стать?', 'Кому принадлежат авторские права на контент, который я размещаю на платформе?']","[['Почему вы не разглашаете, чьи авторские права я нарушаю?', 0.7124065160751343], ['Кому принадлежат авторские права на контент, который я размещаю на платформе?', 0.027160517871379852], ['Кто такой правообладатель и как им стать?', 0.00121251679956913]]"
"Кто этот правообладатель прав, почему не уведомляете фамилией?",Я не знаю.,МОДЕРАЦИЯ,Отклонение/блокировка видео,"['Кто такой правообладатель и как им стать?', 'Почему вы не разглашаете, чьи авторские права я нарушаю?', 'Кто может получить верификацию?']","[['Почему вы не разглашаете, чьи авторские права я нарушаю?', 0.1203453466296196], ['Кто такой правообладатель и как им стать?', 0.0012445475440472364], ['Кто может получить верификацию?', 0.0011835041223093867]]"
Некоторые комментарии  и видео фильтры Рутуба почему-то пропускают. Пожаловаться тоже непонятно как  среди сотен отзывов весьма проблематично.Спасибо.,Я не знаю.,ПРЕДЛОЖЕНИЯ,Студия RUTUBE,"['Можно ли работать с комментариями в приложении Студия RUTUBE?', 'Не могу посмотреть ролик в хорошем качестве', 'Как пожаловаться на видео, если оно нарушает авторские права?']","[['Можно ли работать с комментариями в приложении Студия RUTUBE?', 0.13583743572235107], ['Не могу посмотреть ролик в хорошем качестве', 0.05265438184142113], ['Как пожаловаться на видео, если оно нарушает авторские права?', 0.002323508495464921]]"
"Доброго дня хочу пожаловаться на видео. В этом видео автор канала просит скидывать денежные средства, на электронные кошельки указанные в описание к видео, при этом не предоставив никаких документов.  Усматривают в этом нарушение законодательства РФ, а именно 151 статью УК РФ -Попрошайничество и статья мошенничество 159 УК РФ.  Прошу незамедлительно заблокировать данное видео на вашей платформе",Я не знаю.,МОДЕРАЦИЯ,Нарушение авторских прав,"['Я нашел на RUTUBE ролик, нарушающий ваши правила или противоречащий законам РФ.', 'Почему заявка может быть отклонена?', 'Как пожаловаться на видео, если оно нарушает авторские права?']","[['Как пожаловаться на видео, если оно нарушает авторские права?', 0.646781325340271], ['Я нашел на RUTUBE ролик, нарушающий ваши правила или противоречащий законам РФ.', 0.35140034556388855], ['Почему заявка может быть отклонена?', 0.13689976930618286]]"
"Помимо обычного рутуба есть какое-то приложение для автора, что это?","На RUTUBE существует мобильное приложение под названием ""Студия RUTUBE"". Это приложение предназначено для авторов и позволяет им управлять своим контентом на платформе. Вы можете использовать его для загрузки видео, просмотра статистики и взаимодействия с аудиторией.",УПРАВЛЕНИЕ АККАУНТОМ,Персонализация,"['Что такое мобильное приложение Студия RUTUBE?', 'Что такое мобильное приложение Студия RUTUBE?', 'Где можно скачать приложение RUTUBE для Smart TV?']","[['Что такое мобильное приложение Студия RUTUBE?', 0.34363096952438354], ['Что такое мобильное приложение Студия RUTUBE?', 0.3436304032802582], ['Где можно скачать приложение RUTUBE для Smart TV?', 0.09502711892127991]]"
Сделайт уже студию для андроида,Я не знаю.,ДОСТУП К RUTUBE,Приложение ,"['Доступно ли приложение Студия RUTUBE на планшетах?', 'Можно ли в приложении Студия RUTUBE создавать и вести трансляции?', 'Можно ли менять местами или скрыть разделы во вкладке ""Обзор"" в приложении Студия RUTUBE?']","[['Доступно ли приложение Студия RUTUBE на планшетах?', 0.003734039841219783], ['Можно ли в приложении Студия RUTUBE создавать и вести трансляции?', 0.002483958611264825], ['Можно ли менять местами или скрыть разделы во вкладке ""Обзор"" в приложении Студия RUTUBE?', 0.0012740915408357978]]"
"не хочу пользоваться студией с ноутбука, хочу с телефона",Я не знаю.,ДОСТУП К RUTUBE,Приложение ,"['Доступно ли приложение Студия RUTUBE на планшетах?', 'Как зарегистрироваться в приложении Студия RUTUBE?', 'Как зарегистрироваться в приложении Студия RUTUBE?']","[['Доступно ли приложение Студия RUTUBE на планшетах?', 0.0652690976858139], ['Как зарегистрироваться в приложении Студия RUTUBE?', 0.0014040592359378934], ['Как зарегистрироваться в приложении Студия RUTUBE?', 0.0014040585374459624]]"
Что можно делать в приложени ситудии?,Я не знаю.,ТРАНСЛЯЦИЯ,Управление трансляцией,"['Можно ли менять местами или скрыть разделы во вкладке ""Обзор"" в приложении Студия RUTUBE?', 'Можно ли менять местами или скрыть разделы во вкладке ""Обзор"" в приложении Студия RUTUBE?', 'Можно ли в приложении Студия RUTUBE создавать и вести трансляции?']","[['Можно ли в приложении Студия RUTUBE создавать и вести трансляции?', 0.3687998056411743], ['Можно ли менять местами или скрыть разделы во вкладке ""Обзор"" в приложении Студия RUTUBE?', 0.0016915559535846114], ['Можно ли менять местами или скрыть разделы во вкладке ""Обзор"" в приложении Студия RUTUBE?', 0.001691554207354784]]"
Никак с приложения нельзя посмотреть аналитику по каналу?,Я не знаю.,УПРАВЛЕНИЕ АККАУНТОМ,Аналитика,"['Как посмотреть аналитику по конкретному видео в приложении Студия RUTUBE?', 'Как посмотреть аналитику по конкретному видео в приложении Студия RUTUBE?', 'Как посмотреть доход по конкретному видео в приложении Студия RUTUBE?']","[['Как посмотреть аналитику по конкретному видео в приложении Студия RUTUBE?', 0.12261319160461426], ['Как посмотреть аналитику по конкретному видео в приложении Студия RUTUBE?', 0.12261293083429337], ['Как посмотреть доход по конкретному видео в приложении Студия RUTUBE?', 0.0012743468396365643]]"
