question,answer,class_1,class_2,vector_database_result,reranker_result
сколько ролей есть вообще в студии?,Я не знаю.,УПРАВЛЕНИЕ АККАУНТОМ,Персонализация,"['Какие бывают роли в доступах к студии канала?', 'Может ли один пользователь занимать сразу несколько ролей доступа в рамках студии одного канала?', 'К какому количеству студий может быть одновременно предоставлен доступ одному пользователю?', 'Каким ролям в студии доступен функционал работы с комментариями?', 'Скольким пользователям можно предоставить доступ к студии канала?', 'Сколько пользователей можно назначить на роль Редактора?', 'Сколько пользователей можно назначить на роль Редактора с ограниченными правами?', 'Сколько плейлистов можно создать на канале?', 'Где посмотреть, к каким студиям мне предоставлен доступ?', 'Какие возможности взаимодействия со Студией доступны пользователю в роли Пользователя с ограниченными правами просмотра?']","[['Каким ролям в студии доступен функционал работы с комментариями?', 0.03339644521474838], ['Какие бывают роли в доступах к студии канала?', 0.01217721775174141], ['К какому количеству студий может быть одновременно предоставлен доступ одному пользователю?', 0.0027748921420425177]]"
какие доступы есть в студии?,"В студии RUTUBE доступны различные уровни доступа для пользователей. В зависимости от роли, пользователи могут иметь разные возможности взаимодействия со Студией:

1. Пользователь с ограниченными правами просмотра - имеет доступ к некоторым функциям, но с ограничениями.
2. Пользователь с правами просмотра - может просматривать контент и взаимодействовать с ним в рамках предоставленных прав.

Также можно предоставить доступ к студии канала нескольким пользователям, но количество таких пользователей зависит от настроек канала.",УПРАВЛЕНИЕ АККАУНТОМ,Персонализация,"['Какие бывают роли в доступах к студии канала?', 'Где посмотреть, к каким студиям мне предоставлен доступ?', 'Какие возможности взаимодействия со Студией доступны пользователю в роли Пользователя с правами просмотра?', 'Какие возможности взаимодействия со Студией доступны пользователю в роли Пользователя с ограниченными правами просмотра?', 'Какие возможности взаимодействия со Студией доступны пользователю с правами Редактора?', 'Какие возможности взаимодействия со Студией доступны пользователю в роли Редактора с ограниченными правами?', 'Скольким пользователям можно предоставить доступ к студии канала?', 'Можно ли через настройки канала в Студии RUTUBE предоставить полный доступ к моей студии?', 'К какому количеству студий может быть одновременно предоставлен доступ одному пользователю?', 'Можно ли выдать доступы к студии канала через приложение Студия RUTUBE?']","[['Какие возможности взаимодействия со Студией доступны пользователю в роли Пользователя с ограниченными правами просмотра?', 0.7893298268318176], ['Какие возможности взаимодействия со Студией доступны пользователю в роли Пользователя с правами просмотра?', 0.7752853631973267], ['Скольким пользователям можно предоставить доступ к студии канала?', 0.7337020635604858]]"
"Ест редактор обычняй и с ограниченными правами, модератор, доступ с правами просмотра и с ограниченными правами просмотра, это все или еще есь?",Я не знаю.,УПРАВЛЕНИЕ АККАУНТОМ,Персонализация,"['Сколько пользователей можно назначить на роль Редактора с ограниченными правами?', 'Какие возможности взаимодействия со Студией доступны пользователю в роли Редактора с ограниченными правами?', 'Скольким пользователям можно предоставить права доступа на роль Пользователя с ограниченными правами просмотра?', 'Сколько пользователей можно назначить на роль Редактора?', 'Какие возможности взаимодействия со Студией доступны пользователю с правами Редактора?', 'Какие возможности взаимодействия со Студией доступны пользователю с правами Модератора комментариев?', 'Скольким пользователям можно предоставить права доступа на роль Пользователя с правами просмотра?', 'Может ли пользователь с правами Редактора управлять подписками Владельца канала?', 'Какие возможности взаимодействия со Студией доступны пользователю в роли Пользователя с ограниченными правами просмотра?', 'Сколько пользователей можно назначить на роль Модератора комментариев?']","[['Какие возможности взаимодействия со Студией доступны пользователю в роли Редактора с ограниченными правами?', 0.4663868844509125], ['Сколько пользователей можно назначить на роль Редактора с ограниченными правами?', 0.3013482689857483], ['Какие возможности взаимодействия со Студией доступны пользователю с правами Редактора?', 0.19235104322433472]]"
"значю только редактор есть и модератор, а какие еще могу дать каналам расширения?",Я не знаю.,УПРАВЛЕНИЕ АККАУНТОМ,Персонализация,"['Сколько пользователей можно назначить на роль Редактора с ограниченными правами?', 'Сколько пользователей можно назначить на роль Редактора?', 'Может ли пользователь с правами Редактора управлять подписками Владельца канала?', 'Какие возможности взаимодействия со Студией доступны пользователю в роли Редактора с ограниченными правами?', 'Какие возможности взаимодействия со Студией доступны пользователю с правами Редактора?', 'Сколько пользователей можно назначить на роль Модератора комментариев?', 'Может ли пользователь, которому предоставлен доступ к студии канала, открывать доступ и назначать роли другим пользователям?', 'Может ли пользователь с правами Редактора создать трансляцию, если у Владельца канала не указан в профиле номер телефона?', 'Какие пользователи могут подать на верификацию канала?', 'Может ли один пользователь занимать сразу несколько ролей доступа в рамках студии одного канала?']","[['Какие возможности взаимодействия со Студией доступны пользователю в роли Редактора с ограниченными правами?', 0.019072119146585464], ['Может ли пользователь с правами Редактора создать трансляцию, если у Владельца канала не указан в профиле номер телефона?', 0.003471747739240527], ['Сколько пользователей можно назначить на роль Редактора с ограниченными правами?', 0.0030048785265535116]]"
Что редактор сможет делать на моем канале?,Я не знаю.,ПРЕДЛОЖЕНИЯ,Студия RUTUBE,"['Как мне лучше оформить свой канал?', 'Может ли пользователь с правами Редактора управлять подписками Владельца канала?', 'Как предоставить доступ к студии моего канала другому пользователю?', 'Какие возможности взаимодействия со Студией доступны пользователю с правами Редактора?', 'Какие возможности взаимодействия со Студией доступны пользователю в роли Редактора с ограниченными правами?', 'Как изменить порядок видео на канале?', 'Как закрепить видео на канале?', 'Как изменить название моего канала на RUTUBE?', 'Как завести канал на RUTUBE?', 'Сколько пользователей можно назначить на роль Редактора?']","[['Может ли пользователь с правами Редактора управлять подписками Владельца канала?', 0.4331800639629364], ['Сколько пользователей можно назначить на роль Редактора?', 0.09111058712005615], ['Какие возможности взаимодействия со Студией доступны пользователю в роли Редактора с ограниченными правами?', 0.03450525179505348]]"
редактор может канал удалить?,Я не знаю.,УПРАВЛЕНИЕ АККАУНТОМ,Удаление аккаунта,"['Можно ли удалить канал через приложение Студия RUTUBE?', 'Можно ли удалить канал через приложение Студия RUTUBE?', 'Может ли пользователь с правами Редактора управлять подписками Владельца канала?', 'Может ли пользователь, которому предоставили доступ к студии канала, самостоятельно отказаться от него?', 'Может ли пользователь с правами Редактора создать трансляцию, если у Владельца канала не указан в профиле номер телефона?', 'Можно ли управлять другим каналом через приложение Студия RUTUBE?', 'Можно ли управлять другим каналом через приложение Студия RUTUBE?', 'Можно ли предоставить доступ к студии канала другому пользователю по id канала?', 'Как изменить порядок видео на канале?', 'Можно ли предоставить доступ к студии канала другому пользователю, не зарегистрированному на RUTUBE?']","[['Можно ли удалить канал через приложение Студия RUTUBE?', 0.15630774199962616], ['Можно ли удалить канал через приложение Студия RUTUBE?', 0.15630774199962616], ['Может ли пользователь, которому предоставили доступ к студии канала, самостоятельно отказаться от него?', 0.042822450399398804]]"
а че только 50 чел могу подключить на управление каналом?,Я не знаю.,ТРАНСЛЯЦИЯ,Просмотр трансляции,"['Скольким пользователям можно предоставить доступ к студии канала?', 'Сколько плейлистов можно создать на канале?', 'Может ли один пользователь занимать сразу несколько ролей доступа в рамках студии одного канала?', 'Можно ли подключить монетизацию нескольких каналов на одного человека или организацию?', 'Можно ли управлять другим каналом через приложение Студия RUTUBE?', 'Можно ли управлять другим каналом через приложение Студия RUTUBE?', 'Какие бывают роли в доступах к студии канала?', 'Можно ли предоставить доступ к студии канала другому пользователю по id канала?', 'Какие пользователи могут подать на верификацию канала?', 'С какой кадровой частотой могут идти трансляции на RUTUBE?']","[['С какой кадровой частотой могут идти трансляции на RUTUBE?', 0.0029776785522699356], ['Скольким пользователям можно предоставить доступ к студии канала?', 0.001391962985508144], ['Можно ли управлять другим каналом через приложение Студия RUTUBE?', 0.0013265060260891914]]"
сколько редакторов могу сделать на рутупе?,Я не знаю.,УПРАВЛЕНИЕ АККАУНТОМ,Персонализация,"['Сколько пользователей можно назначить на роль Редактора?', 'Сколько пользователей можно назначить на роль Редактора с ограниченными правами?', 'Сколько телевизоров или ТВ-приставок может быть привязано к одному профилю RUTUBE?', 'Сколько пользователей можно назначить на роль Модератора комментариев?', 'С какой кадровой частотой могут идти трансляции на RUTUBE?', 'Сколько по времени длится модерация?', 'Сколько плейлистов можно создать на канале?', 'Можно ли управлять другим каналом через приложение Студия RUTUBE?', 'Можно ли управлять другим каналом через приложение Студия RUTUBE?', 'Можно ли запускать приватные трансляции на RUTUBE?']","[['Сколько пользователей можно назначить на роль Редактора?', 0.013356052339076996], ['Сколько пользователей можно назначить на роль Редактора с ограниченными правами?', 0.008657297119498253], ['С какой кадровой частотой могут идти трансляции на RUTUBE?', 0.005435620900243521]]"
"у нас 1 канал на всех, около 16 чел, можно всем вместе списаться на доступ расширенный самый?",Я не знаю.,УПРАВЛЕНИЕ АККАУНТОМ,Персонализация,"['Скольким пользователям можно предоставить доступ к студии канала?', 'Сколько плейлистов можно создать на канале?', 'Можно ли подключить монетизацию нескольких каналов на одного человека или организацию?', 'Можно ли через настройки канала в Студии RUTUBE предоставить полный доступ к моей студии?', 'Может ли один пользователь занимать сразу несколько ролей доступа в рамках студии одного канала?', 'Можно ли открыть доступ к просмотру записи приватной трансляции для всех зрителей?', 'Можно ли предоставить доступ к студии канала другому пользователю, не зарегистрированному на RUTUBE?', 'Можно ли предоставить доступ к студии канала другому пользователю по id канала?', 'Можно ли управлять другим каналом через приложение Студия RUTUBE?', 'Можно ли управлять другим каналом через приложение Студия RUTUBE?']","[['Скольким пользователям можно предоставить доступ к студии канала?', 0.001776915742084384], ['Может ли один пользователь занимать сразу несколько ролей доступа в рамках студии одного канала?', 0.00132206198759377], ['Можно ли через настройки канала в Студии RUTUBE предоставить полный доступ к моей студии?', 0.001183943822979927]]"
"с правами Редактора создать трансляцию нельзя что ль  в итоге, если только почта в профиле?","Пользователь с правами Редактора не может создать трансляцию, если у Владельца канала не указан в профиле номер телефона. Это ограничение связано с необходимостью подтверждения прав на создание трансляции.",ПРЕДЛОЖЕНИЯ,Трансляция,"['Может ли пользователь с правами Редактора создать трансляцию, если у Владельца канала не указан в профиле номер телефона?', 'Можно ли в приложении Студия RUTUBE создавать и вести трансляции?', 'Можно ли в приложении Студия RUTUBE создавать и вести трансляции?', 'Может ли пользователь с правами Редактора управлять подписками Владельца канала?', 'Можно ли запускать приватные трансляции на RUTUBE?', 'Как создать трансляцию?', 'Как создать трансляцию?', 'Какие возможности взаимодействия со Студией доступны пользователю в роли Редактора с ограниченными правами?', 'Какие возможности взаимодействия со Студией доступны пользователю с правами Редактора?', 'С помощью каких программ допускается вести трансляции на RUTUBE?']","[['Может ли пользователь с правами Редактора создать трансляцию, если у Владельца канала не указан в профиле номер телефона?', 0.9196593165397644], ['Может ли пользователь с правами Редактора управлять подписками Владельца канала?', 0.015424739569425583], ['Какие возможности взаимодействия со Студией доступны пользователю с правами Редактора?', 0.010182236321270466]]"
"можно ли запускать трансляцию на чжом канале, если у меня расширенный доступ? Почему то номер все равно просит",Я не знаю.,ТРАНСЛЯЦИЯ,Управление трансляцией,"['Может ли пользователь с правами Редактора создать трансляцию, если у Владельца канала не указан в профиле номер телефона?', 'Можно ли запускать несколько трансляций одновременно?', 'Можно ли в приложении Студия RUTUBE создавать и вести трансляции?', 'Можно ли в приложении Студия RUTUBE создавать и вести трансляции?', 'Можно ли запускать приватные трансляции на RUTUBE?', 'Можно ли открыть доступ к просмотру записи приватной трансляции для всех зрителей?', 'Можно ли предоставить доступ к студии канала другому пользователю по id канала?', 'Как запустить приватную трансляцию?', 'Как запустить приватную трансляцию?', 'Кому доступно проведение трансляций (стримов) на RUTUBE?']","[['Можно ли запускать приватные трансляции на RUTUBE?', 0.26326465606689453], ['Можно ли в приложении Студия RUTUBE создавать и вести трансляции?', 0.015807200223207474], ['Можно ли в приложении Студия RUTUBE создавать и вести трансляции?', 0.015807200223207474]]"
"Есть роль на моем канале самая расширенная, могу почистить подписки через Студию чужую?",Я не знаю.,ПРЕДЛОЖЕНИЯ,Студия RUTUBE,"['Можно ли через настройки канала в Студии RUTUBE предоставить полный доступ к моей студии?', 'Как предоставить доступ к студии моего канала другому пользователю?', 'Можно ли предоставить доступ к студии канала другому пользователю, не зарегистрированному на RUTUBE?', 'Можно ли управлять другим каналом через приложение Студия RUTUBE?', 'Можно ли управлять другим каналом через приложение Студия RUTUBE?', 'Может ли один пользователь занимать сразу несколько ролей доступа в рамках студии одного канала?', 'Можно ли предоставить доступ к студии канала другому пользователю по id канала?', 'Можно ли удалить канал через приложение Студия RUTUBE?', 'Можно ли удалить канал через приложение Студия RUTUBE?', 'Может ли пользователь, которому предоставлен доступ к студии канала, открывать доступ и назначать роли другим пользователям?']","[['Можно ли через настройки канала в Студии RUTUBE предоставить полный доступ к моей студии?', 0.030612444505095482], ['Можно ли удалить канал через приложение Студия RUTUBE?', 0.02798699215054512], ['Можно ли удалить канал через приложение Студия RUTUBE?', 0.027986986562609673]]"
"я редактор, почему недосупен раздел подписок??????????????",Я не знаю.,ДОСТУП К RUTUBE,Приложение ,"['Может ли пользователь с правами Редактора управлять подписками Владельца канала?', 'Сколько пользователей можно назначить на роль Редактора?', 'Сколько пользователей можно назначить на роль Редактора с ограниченными правами?', 'Не могу зарегистрироваться/авторизоваться в приложении Студия RUTUBE. Что делать?  ', 'Почему вы не разглашаете, чьи авторские права я нарушаю?', 'Не могу зарегистрироваться/авторизоваться в приложении. Что делать?', 'Какие возможности взаимодействия со Студией доступны пользователю с правами Редактора?', 'Какие возможности взаимодействия со Студией доступны пользователю в роли Редактора с ограниченными правами?', 'Где расположен раздел Shorts?', 'Не вижу раздел «Моё», что делать?']","[['Не вижу раздел «Моё», что делать?', 0.006282285787165165], ['Может ли пользователь с правами Редактора управлять подписками Владельца канала?', 0.0011455100029706955], ['Не могу зарегистрироваться/авторизоваться в приложении Студия RUTUBE. Что делать?  ', 0.0011262123007327318]]"
"мне дали в рутубе редактора, но права ограничены, к чему у меня доступа не будет?","Ваша роль Редактора с ограниченными правами на RUTUBE подразумевает, что у вас могут быть ограничения в доступе к некоторым функциям. Конкретно, информация о том, какие возможности взаимодействия со Студией доступны пользователю в этой роли, не была предоставлена в фрагментах документации. Однако, обычно пользователи с ограниченными правами могут не иметь доступа к полному управлению контентом, включая добавление или удаление видео, изменение настроек канала и доступ к аналитике.

Если вас интересует конкретный список возможностей или ограничений, я не знаю.",УПРАВЛЕНИЕ АККАУНТОМ,Персонализация,"['Какие возможности взаимодействия со Студией доступны пользователю в роли Редактора с ограниченными правами?', 'Сколько пользователей можно назначить на роль Редактора с ограниченными правами?', 'Какие возможности взаимодействия со Студией доступны пользователю с правами Редактора?', 'Можно ли выдать доступы к студии канала через приложение Студия RUTUBE?', 'Можно ли выдать доступы к студии канала через приложение Студия RUTUBE?', 'Сколько пользователей можно назначить на роль Редактора?', 'Можно ли через настройки канала в Студии RUTUBE предоставить полный доступ к моей студии?', 'Можно ли предоставить доступ к студии канала другому пользователю, не зарегистрированному на RUTUBE?', 'Скольким пользователям можно предоставить права доступа на роль Пользователя с ограниченными правами просмотра?', 'Могу ли я зарегистрироваться на RUTUBE, если я не из России?']","[['Какие возможности взаимодействия со Студией доступны пользователю в роли Редактора с ограниченными правами?', 0.737645149230957], ['Можно ли предоставить доступ к студии канала другому пользователю, не зарегистрированному на RUTUBE?', 0.6354056000709534], ['Сколько пользователей можно назначить на роль Редактора с ограниченными правами?', 0.4363534450531006]]"
ограниченыые права редактора я загрузать видео смогу?,Я не знаю.,ВИДЕО,Загрузка видео,"['Можно ли включить отложенную публикацию видео?', 'Есть ли ограничения на количество видео, размещаемых в разделе Shorts на главной?', 'Могу ли я загружать вертикальные видео?', 'Можно ли публиковать видео с чтением чужих книг и их переводов?', 'Можно ли в приложении Студия RUTUBE создавать и загружать видео?', 'Могу ли я монетизировать видеоролики, которые ранее загружались на RUTUBE другими пользователями?', 'Сколько видео можно загружать одновременно?', 'Могу ли я скачать видеоролик с RUTUBE на свой компьютер?', 'Могу ли я скачать копию моей трансляции?', 'Можно ли загружать видео на RUTUBE с YouTube?']","[['Есть ли ограничения на количество видео, размещаемых в разделе Shorts на главной?', 0.0036614674609154463], ['Могу ли я монетизировать видеоролики, которые ранее загружались на RUTUBE другими пользователями?', 0.0025948232505470514], ['Могу ли я скачать видеоролик с RUTUBE на свой компьютер?', 0.0015347778098657727]]"
"хочу дать доступ моему коллеге ,чтобы мог за монетизацией следить, пока я буду недосупен, но не хочу, чтобы гразил видео и т.д. дам ролт с ограничемнными права типо редактор, так ок?",Я не знаю.,ПРЕДЛОЖЕНИЯ,Студия RUTUBE,"['Могу ли я монетизировать видеоролики, которые ранее загружались на RUTUBE другими пользователями?', 'Можно ли предоставить доступ к студии канала другому пользователю, не зарегистрированному на RUTUBE?', 'Могу ли я оформить монетизацию моего канала на доверенное лицо?', 'Почему могут отключить монетизацию из-за авторского права на видео и как этого избежать?', 'Я хочу оформить монетизацию на другого человека. Нужно ли переоформлять канал на него?', 'Как предоставить доступ к студии моего канала другому пользователю?', 'Можно ли через настройки канала в Студии RUTUBE предоставить полный доступ к моей студии?', 'Могу ли я посмотреть, с какими студиями уже работает пользователь, которому я хочу предоставить доступ?', 'Может ли один пользователь занимать сразу несколько ролей доступа в рамках студии одного канала?', 'Можно ли предоставить доступ к студии канала другому пользователю по id канала?']","[['Можно ли через настройки канала в Студии RUTUBE предоставить полный доступ к моей студии?', 0.1472611129283905], ['Могу ли я монетизировать видеоролики, которые ранее загружались на RUTUBE другими пользователями?', 0.1380058228969574], ['Можно ли предоставить доступ к студии канала другому пользователю, не зарегистрированному на RUTUBE?', 0.08084464073181152]]"
"У меня телеканал, я хочу каждому сотруднику дать рол редактора, их человек 70, сможем так сделать?",Я не знаю.,УПРАВЛЕНИЕ АККАУНТОМ,Персонализация,"['Скольким пользователям можно предоставить доступ к студии канала?', 'Как предоставить доступ к студии моего канала другому пользователю?', 'Можно ли предоставить доступ к студии канала другому пользователю, не зарегистрированному на RUTUBE?', 'Можно ли через настройки канала в Студии RUTUBE предоставить полный доступ к моей студии?', 'Как мне лучше оформить свой канал?', 'Я хочу оформить монетизацию на другого человека. Нужно ли переоформлять канал на него?', 'Могу ли я оформить монетизацию моего канала на доверенное лицо?', 'Можно ли предоставить доступ к студии канала другому пользователю по id канала?', 'Какие бывают роли в доступах к студии канала?', 'Может ли один пользователь занимать сразу несколько ролей доступа в рамках студии одного канала?']","[['Какие бывают роли в доступах к студии канала?', 0.0038583551067858934], ['Я хочу оформить монетизацию на другого человека. Нужно ли переоформлять канал на него?', 0.0018063491443172097], ['Как мне лучше оформить свой канал?', 0.0014359353808686137]]"
какое ограничение на количество каналов которым дам доступ в рутубе? 10 чел могут управлять моим каналам?,Я не знаю.,ТРАНСЛЯЦИЯ,Управление трансляцией,"['Скольким пользователям можно предоставить доступ к студии канала?', 'Может ли один пользователь занимать сразу несколько ролей доступа в рамках студии одного канала?', 'Можно ли управлять другим каналом через приложение Студия RUTUBE?', 'Можно ли управлять другим каналом через приложение Студия RUTUBE?', 'Сколько плейлистов можно создать на канале?', 'Можно ли через настройки канала в Студии RUTUBE предоставить полный доступ к моей студии?', 'Как предоставить доступ к студии моего канала другому пользователю?', 'Есть ли ограничения на одновременное проведение трансляций на RUTUBE и на других площадках (YouTube, Twitch и VK)?', 'Сколько телевизоров или ТВ-приставок может быть привязано к одному профилю RUTUBE?', 'Какие бывают роли в доступах к студии канала?']","[['Есть ли ограничения на одновременное проведение трансляций на RUTUBE и на других площадках (YouTube, Twitch и VK)?', 0.19789700210094452], ['Можно ли управлять другим каналом через приложение Студия RUTUBE?', 0.03761338070034981], ['Можно ли управлять другим каналом через приложение Студия RUTUBE?', 0.03761338070034981]]"
50 ролей могу дать эту суммарно по всем каналам моим или нет? ,Я не знаю.,ТРАНСЛЯЦИЯ,Просмотр трансляции,"['Скольким пользователям можно предоставить доступ к студии канала?', 'Может ли один пользователь занимать сразу несколько ролей доступа в рамках студии одного канала?', 'Сколько плейлистов можно создать на канале?', 'Можно ли подключить монетизацию нескольких каналов на одного человека или организацию?', 'Сколько телевизоров или ТВ-приставок может быть привязано к одному профилю RUTUBE?', 'Можно ли создать несколько каналов и монетизировать их?', 'С какой кадровой частотой могут идти трансляции на RUTUBE?', 'Могу ли я монетизировать видеоролики, которые ранее загружались на RUTUBE другими пользователями?', 'Могу ли я оформить монетизацию моего канала на доверенное лицо?', 'Как мне лучше оформить свой канал?']","[['С какой кадровой частотой могут идти трансляции на RUTUBE?', 0.004375135526061058], ['Сколько плейлистов можно создать на канале?', 0.0021236096508800983], ['Может ли один пользователь занимать сразу несколько ролей доступа в рамках студии одного канала?', 0.0012181237107142806]]"
Что может делать Модератор комментариев в cтудии?,"Модератор комментариев в cтудии имеет возможность взаимодействовать с комментариями, что включает в себя управление и модерацию пользовательских отзывов. Однако конкретные действия, которые может выполнять модератор, не указаны в предоставленных фрагментах документации. 

Если вам нужна более детальная информация о возможностях модерации, пожалуйста, уточните вопрос или обратитесь к более полным источникам документации.",УПРАВЛЕНИЕ АККАУНТОМ,Персонализация,"['Какие возможности взаимодействия со Студией доступны пользователю с правами Модератора комментариев?', 'Каким ролям в студии доступен функционал работы с комментариями?', 'Какие возможности взаимодействия со Студией доступны пользователю в роли Редактора с ограниченными правами?', 'Какие возможности взаимодействия со Студией доступны пользователю с правами Редактора?', 'Сколько пользователей можно назначить на роль Модератора комментариев?', 'Можно ли работать с комментариями в приложении Студия RUTUBE?', 'Можно ли заблокировать пользователя, оставляющего оскорбительные комментарии?', 'Какие возможности взаимодействия со Студией доступны пользователю в роли Пользователя с ограниченными правами просмотра?', 'Какие возможности взаимодействия со Студией доступны пользователю в роли Пользователя с правами просмотра?', 'Сколько комментариев можно закрепить под видео?']","[['Какие возможности взаимодействия со Студией доступны пользователю с правами Модератора комментариев?', 0.6439604163169861], ['Сколько пользователей можно назначить на роль Модератора комментариев?', 0.48830991983413696], ['Можно ли работать с комментариями в приложении Студия RUTUBE?', 0.12424613535404205]]"
